id,origin,question,context,answers,origin_answer,answer,origin_result,result,origin_token,replaced_token
14686,What is the delta in the Rhine delimited in the west by ?,What is the delta in the Rhein delimited in the west by ?,"The mouth of the Rhine into Lake Constance forms an inland delta. The delta is delimited in the West by the Alter Rhein (""Old Rhine"") and in the East by a modern canalized section. Most of the delta is a nature reserve and bird sanctuary. It includes the Austrian towns of Gaißau, Höchst and Fußach. The natural Rhine originally branched into at least two arms and formed small islands by precipitating sediments. In the local Alemannic dialect, the singular is pronounced ""Isel"" and this is also the local pronunciation of Esel (""Donkey""). Many local fields have an official name containing this element.","['Alter Rhein', 'Alter Rhein', 'the Alter Rhein', 'Alter Rhein']",Alter Rhein,"Alter Rhein (""Old Rhine"")",1,0,Rhine,Rhein
14724,What mountainous region is Lake Constance by ?,What hilly region is Lake Constance by ?,"Lake Constance consists of three bodies of water: the Obersee (""upper lake""), the Untersee (""lower lake""), and a connecting stretch of the Rhine, called the Seerhein (""Lake Rhine""). The lake is situated in Germany, Switzerland and Austria near the Alps. Specifically, its shorelines lie in the German states of Bavaria and Baden-Württemberg, the Austrian state of Vorarlberg, and the Swiss cantons of Thurgau and St. Gallen. The Rhine flows into it from the south following the Swiss-Austrian border. It is located at approximately 47°39′N 9°19′E﻿ / ﻿47.650°N 9.317°E﻿ / 47.650; 9.317.","['Alps', 'Alps', 'the Alps', 'Alps']",the Alps,hilly region,1,0,mountainous,hilly
14725,What mountainous region is Lake Constance by ?,What craggy region is Lake Constance by ?,"Lake Constance consists of three bodies of water: the Obersee (""upper lake""), the Untersee (""lower lake""), and a connecting stretch of the Rhine, called the Seerhein (""Lake Rhine""). The lake is situated in Germany, Switzerland and Austria near the Alps. Specifically, its shorelines lie in the German states of Bavaria and Baden-Württemberg, the Austrian state of Vorarlberg, and the Swiss cantons of Thurgau and St. Gallen. The Rhine flows into it from the south following the Swiss-Austrian border. It is located at approximately 47°39′N 9°19′E﻿ / ﻿47.650°N 9.317°E﻿ / 47.650; 9.317.","['Alps', 'Alps', 'the Alps', 'Alps']",the Alps,,1,0,mountainous,craggy
14728,What is the Island off of the German shore of the Rhine that this warm and cold water meet ?,What is the Island off of the German shore of the Rhine that this warm and cold-blooded water meet ?,"The flow of cold, gray mountain water continues for some distance into the lake. The cold water flows near the surface and at first doesn't mix with the warmer, green waters of Upper Lake. But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water. The flow reappears on the surface at the northern (German) shore of the lake, off the island of Lindau. The water then follows the northern shore until Hagnau am Bodensee. A small fraction of the flow is diverted off the island of Mainau into Lake Überlingen. Most of the water flows via the Constance hopper into the Rheinrinne (""Rhine Gutter"") and Seerhein. Depending on the water level, this flow of the Rhine water is clearly visible along the entire length of the lake.","['Lindau', 'Lindau', 'Lindau']",Lindau,,1,0,cold,cold-blooded
14749,A small fraction of the cold water flow from Lake Constance goes to what other lake ?,A pocket-size fraction of the cold water flow from Lake Constance goes to what other lake ?,"The flow of cold, gray mountain water continues for some distance into the lake. The cold water flows near the surface and at first doesn't mix with the warmer, green waters of Upper Lake. But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water. The flow reappears on the surface at the northern (German) shore of the lake, off the island of Lindau. The water then follows the northern shore until Hagnau am Bodensee. A small fraction of the flow is diverted off the island of Mainau into Lake Überlingen. Most of the water flows via the Constance hopper into the Rheinrinne (""Rhine Gutter"") and Seerhein. Depending on the water level, this flow of the Rhine water is clearly visible along the entire length of the lake.","['Lake Überlingen', 'Lake Überlingen', 'Lake Überlingen']",Lake Überlingen,,1,0,small,pocket-size
14864,What is the famous rock near Sanke Goarshausen ?,What is the far-famed rock near Sanke Goarshausen ?,"The dominant economic sectors in the Middle Rhine area are viniculture and tourism. The Rhine Gorge between Rüdesheim am Rhein and Koblenz is listed as a UNESCO World Heritage Site. Near Sankt Goarshausen, the Rhine flows around the famous rock Lorelei. With its outstanding architectural monuments, the slopes full of vines, settlements crowded on the narrow river banks and scores of castles lined up along the top of the steep slopes, the Middle Rhine Valley can be considered the epitome of the Rhine romanticism.","['Lorelei', 'Lorelei', 'Lorelei']",Lorelei,rock Lorelei,1,0,famous,far-famed
14865,What is the famous rock near Sanke Goarshausen ?,What is the celebrated rock near Sanke Goarshausen ?,"The dominant economic sectors in the Middle Rhine area are viniculture and tourism. The Rhine Gorge between Rüdesheim am Rhein and Koblenz is listed as a UNESCO World Heritage Site. Near Sankt Goarshausen, the Rhine flows around the famous rock Lorelei. With its outstanding architectural monuments, the slopes full of vines, settlements crowded on the narrow river banks and scores of castles lined up along the top of the steep slopes, the Middle Rhine Valley can be considered the epitome of the Rhine romanticism.","['Lorelei', 'Lorelei', 'Lorelei']",Lorelei,rock Lorelei,1,0,famous,celebrated
14928,What the least dominant economic sectors in the Middle Rhine area ?,What the least prevalent economic sectors in the Middle Rhine area ?,"The dominant economic sectors in the Middle Rhine area are viniculture and tourism. The Rhine Gorge between Rüdesheim am Rhein and Koblenz is listed as a UNESCO World Heritage Site. Near Sankt Goarshausen, the Rhine flows around the famous rock Lorelei. With its outstanding architectural monuments, the slopes full of vines, settlements crowded on the narrow river banks and scores of castles lined up along the top of the steep slopes, the Middle Rhine Valley can be considered the epitome of the Rhine romanticism.",[],,viniculture and tourism,1,0,dominant,prevalent
14937,What city has the biggest port in Germany ?,What city has the worst port in Germany ?,"The Lower Rhine flows through North Rhine-Westphalia. Its banks are usually heavily populated and industrialized, in particular the agglomerations Cologne, Düsseldorf and Ruhr area. Here the Rhine flows through the largest conurbation in Germany, the Rhine-Ruhr region. One of the most important cities in this region is Duisburg with the largest river port in Europe (Duisport). The region downstream of Duisburg is more agricultural. In Wesel, 30 km downstream of Duisburg, is located the western end of the second east-west shipping route, the Wesel-Datteln Canal, which runs parallel to the Lippe. Between Emmerich and Cleves the Emmerich Rhine Bridge, the longest suspension bridge in Germany, crosses the 400 m wide river. Near Krefeld, the river crosses the Uerdingen line, the line which separates the areas where Low German and High German are spoken.","['Duisburg', 'Duisburg', 'Duisburg']",Duisburg,,1,0,biggest,worst
15015,What do closed rivers serve as after they close ?,What do closed rivers assist as after they close ?,"The hydrography of the current delta is characterized by the delta's main arms, disconnected arms (Hollandse IJssel, Linge, Vecht, etc.) and smaller rivers and streams. Many rivers have been closed (""dammed"") and now serve as drainage channels for the numerous polders. The construction of Delta Works changed the Delta in the second half of the 20th Century fundamentally. Currently Rhine water runs into the sea, or into former marine bays now separated from the sea, in five places, namely at the mouths of the Nieuwe Merwede, Nieuwe Waterway (Nieuwe Maas), Dordtse Kil, Spui and IJssel.","['drainage channels', 'drainage channels', 'drainage channels']",drainage channels,,1,0,serve,assist
15219,When was the final legislative proposals for a Scottish Assembly passed ?,When was the last legislative proposals for a Scottish Assembly passed ?,"During this time, the discovery of oil in the North Sea and the following ""It's Scotland's oil"" campaign of the Scottish National Party (SNP) resulted in rising support for Scottish independence, as well as the SNP. The party argued that the revenues from the oil were not benefitting Scotland as much as they should. The combined effect of these events led to Prime Minister Wilson committing his government to some form of devolved legislature in 1974. However, it was not until 1978 that final legislative proposals for a Scottish Assembly were passed by the United Kingdom Parliament.","['1978', '1978', '1978']",1978,it was not until 1978 that the last legislative proposals for a Scottish Assembly were passed by the,1,0,final,last
15324,What day of the week does the Time for Reflection take place ?,What day of the week does the Time for observation take place ?,"The first item of business on Wednesdays is usually Time for Reflection, at which a speaker addresses members for up to four minutes, sharing a perspective on issues of faith. This contrasts with the formal style of ""Prayers"", which is the first item of business in meetings of the House of Commons. Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs according to the Scottish census. Invitations to address Parliament in this manner are determined by the Presiding Officer on the advice of the parliamentary bureau. Faith groups can make direct representations to the Presiding Officer to nominate speakers.","['Wednesdays', 'Wednesdays', 'Wednesdays']",Wednesdays,,1,0,Reflection,observation
15407,What is set up to scrutinize private bills submitted by party outsiders ?,What is set up to scrutinize private bills submitted by party foreigners ?,"A further type of committee is normally set up to scrutinise private bills submitted to the Scottish Parliament by an outside party or promoter who is not a member of the Scottish Parliament or Scottish Government. Private bills normally relate to large-scale development projects such as infrastructure projects that require the use of land or property. Private Bill Committees have been set up to consider legislation on issues such as the development of the Edinburgh Tram Network, the Glasgow Airport Rail Link, the Airdrie-Bathgate Rail Link and extensions to the National Gallery of Scotland.","['type of committee', 'committee', 'committee']",committee,,1,0,outsiders,foreigners
15453,What may be presented to Parliament in various ways ?,What may be presented to Parliament in respective ways ?,Bills can be introduced to Parliament in a number of ways; the Scottish Government can introduce new laws or amendments to existing laws as a bill; a committee of the Parliament can present a bill in one of the areas under its remit; a member of the Scottish Parliament can introduce a bill as a private member; or a private bill can be submitted to Parliament by an outside proposer. Most draft laws are government bills introduced by ministers in the governing party. Bills pass through Parliament in a number of stages:,"['Bills', 'Bills', 'Bills']",Bills,a number of ways,1,0,various,respective
15756,What did the non-Afghan veterans returning home have in addition to their prestige ?,What did the non-Afghan veterans returning household have in addition to their prestige ?,"During the 1970s and sometimes later, Western and pro-Western governments often supported sometimes fledgling Islamists and Islamist groups that later came to be seen as dangerous enemies. Islamists were considered by Western governments bulwarks against—what were thought to be at the time—more dangerous leftist/communist/nationalist insurgents/opposition, which Islamists were correctly seen as opposing. The US spent billions of dollars to aid the mujahideen Muslim Afghanistan enemies of the Soviet Union, and non-Afghan veterans of the war returned home with their prestige, ""experience, ideology, and weapons"", and had considerable impact.","['considerable impact', 'experience, ideology, and weapons', 'experience, ideology, and weapons']","experience, ideology, and weapons",,1,0,home,household
15857,What year did Iqbal return to Lahore ?,What yr did Iqbal return to Lahore ?,"While studying law and philosophy in England and Germany, Iqbal became a member of the London branch of the All India Muslim League. He came back to Lahore in 1908. While dividing his time between law practice and philosophical poetry, Iqbal had remained active in the Muslim League. He did not support Indian involvement in World War I and remained in close touch with Muslim political leaders such as Muhammad Ali Johar and Muhammad Ali Jinnah. He was a critic of the mainstream Indian nationalist and secularist Indian National Congress. Iqbal's seven English lectures were published by Oxford University press in 1934 in a book titled The Reconstruction of Religious Thought in Islam. These lectures dwell on the role of Islam as a religion as well as a political and legal philosophy in the modern age.","['1908', '1908', '1908']",1908,,1,0,year,yr
15890,"When Iqbal promoted ideas of greater Islamic political unity , what did he encourage ending ?","When Iqbal promoted ideas of greater Islamic political wholeness , what did he encourage ending ?","Iqbal expressed fears that not only would secularism and secular nationalism weaken the spiritual foundations of Islam and Muslim society, but that India's Hindu-majority population would crowd out Muslim heritage, culture and political influence. In his travels to Egypt, Afghanistan, Palestine and Syria, he promoted ideas of greater Islamic political co-operation and unity, calling for the shedding of nationalist differences. Sir Muhammad Iqbal was elected president of the Muslim League in 1930 at its session in Allahabad as well as for the session in Lahore in 1932. In his Allahabad Address on 29 December 1930, Iqbal outlined a vision of an independent state for Muslim-majority provinces in northwestern India. This address later inspired the Pakistan movement.","['nationalist differences', 'nationalist differences', 'nationalist differences']",nationalist differences,,1,0,unity,wholeness
16095,Where did Turabi place students apathetic to his views ?,Where did Turabi place students indifferent to his views ?,"For many years, Sudan had an Islamist regime under the leadership of Hassan al-Turabi. His National Islamic Front first gained influence when strongman General Gaafar al-Nimeiry invited members to serve in his government in 1979. Turabi built a powerful economic base with money from foreign Islamist banking systems, especially those linked with Saudi Arabia. He also recruited and built a cadre of influential loyalists by placing sympathetic students in the university and military academy while serving as minister of education.",[],,military academy,1,0,apathetic,indifferent
16295,Who specifically does HT target to change the opinion of ?,Who specifically does HT target to shift the opinion of ?,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.","['elites', 'government', 'elites']",elites,"elites who will ""facilitate"" a ""change of the government""",1,0,change,shift
16296,Who specifically does HT target to change the opinion of ?,Who specifically does HT target to alter the opinion of ?,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.","['elites', 'government', 'elites']",elites,"elites who will ""facilitate"" a ""change of the government""",1,0,change,alter
16298,Who specifically does HT target to change the opinion of ?,Who specifically does HT target to change the judgement of ?,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.","['elites', 'government', 'elites']",elites,"elites who will ""facilitate"" a ""change of the government""",1,0,opinion,judgement
16299,Who specifically does HT target to change the opinion of ?,Who specifically does HT target to change the judgment of ?,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.","['elites', 'government', 'elites']",elites,"elites who will ""facilitate"" a ""change of the government""",1,0,opinion,judgment
16300,Who specifically does HT target to change the opinion of ?,Who specifically does HT target to change the thought of ?,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.","['elites', 'government', 'elites']",elites,"elites who will ""facilitate"" a ""change of the government""",1,0,opinion,thought
16301,Who specifically does HT target to change the opinion of ?,Who specifically does HT target to change the belief of ?,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.","['elites', 'government', 'elites']",elites,"elites who will ""facilitate"" a ""change of the government""",1,0,opinion,belief
16302,Who specifically does HT target to change the opinion of ?,Who specifically does HT target to change the ruling of ?,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.","['elites', 'government', 'elites']",elites,"elites who will ""facilitate"" a ""change of the government""",1,0,opinion,ruling
16368,imperialism often unites countries by using which technique ?,Imperialism often unites countries by using which technique ?,"Imperialism is defined as ""A policy of extending a country’s power and influence through diplomacy or military force."" Imperialism is particularly focused on the control that one group, often a state power, has on another group of people. This is often through various forms of ""othering"" (see other) based on racial, religious, or cultural stereotypes. There are ""formal"" or ""informal"" imperialisms. ""Formal imperialism"" is defined as ""physical control or full-fledged colonial rule"". ""Informal imperialism"" is less direct; however, it is still a powerful form of dominance.",[],,diplomacy or military force,1,0,imperialism,Imperialism
16402,Most imperialism was carried out using which method of transport ?,Most imperialism was carried out using which method of transfer ?,"""The word ‘empire’ comes from the Latin word imperium; for which the closest modern English equivalent would perhaps be ‘sovereignty’, or simply ‘rule’"". The greatest distinction of an empire is through the amount of land that a nation has conquered and expanded. Political power grew from conquering land, however cultural and economic aspects flourished through sea and trade routes. A distinction about empires is ""that although political empires were built mostly by expansion overland, economic and cultural influences spread at least as much by sea"". Some of the main aspects of trade that went overseas consisted of animals and plant products. European empires in Asia and Africa ""have come to be seen as the classic forms of imperialism: and indeed most books on the subject confine themselves to the European seaborne empires"". European expansion caused the world to be divided by how developed and developing nation are portrayed through the world systems theory. The two main regions are the core and the periphery. The core consists of high areas of income and profit; the periphery is on the opposing side of the spectrum consisting of areas of low income and profit. These critical theories of Geo-politics have led to increased discussion of the meaning and impact of imperialism on the modern post-colonial world. The Russian leader Lenin suggested that ""imperialism was the highest form of capitalism, claiming that imperialism developed after colonialism, and was distinguished from colonialism by monopoly capitalism"". This idea from Lenin stresses how important new political world order has become in our modern era. Geopolitics now focuses on states becoming major economic players in the market; some states today are viewed as empires due to their political and economic authority over other nations.","['seaborne', 'land', 'sea and trade routes', 'sea']",sea,,1,0,transport,transfer
16442,Friedrich Ratzel thought imperialism was what for the country ?,Friedrich Ratzel thought imperialism was what for the state ?,The Royal Geographical Society of London and other geographical societies in Europe had great influence and were able to fund travelers who would come back with tales of their discoveries. These societies also served as a space for travellers to share these stories.Political geographers such as Friedrich Ratzel of Germany and Halford Mackinder of Britain also supported imperialism. Ratzel believed expansion was necessary for a state’s survival while Mackinder supported Britain’s imperial expansion; these two arguments dominated the discipline for decades.,"['geographical societies in Europe', 'necessary for a state’s survival', 'survival', 'necessary', 'necessary']",survival,expansion was necessary for a state’s survival,1,0,country,state
16495,"By justification certain racial and geographical theories , Asia thought of itself as what ?","By justification certain racial and geographical theories , Asia supposed of itself as what ?","Geographical theories such as environmental determinism also suggested that tropical environments created uncivilized people in need of European guidance. For instance, American geographer Ellen Churchill Semple argued that even though human beings originated in the tropics they were only able to become fully human in the temperate zone. Tropicality can be paralleled with Edward Said’s Orientalism as the west’s construction of the east as the “other”. According to Siad, orientalism allowed Europe to establish itself as the superior and the norm, which justified its dominance over the essentialized Orient.",[],,asserting itself as the “other”,1,0,thought,supposed
16497,"By justification certain racial and geographical theories , Asia thought of itself as what ?","By justification certain racial and geographical theories , Asia guessed of itself as what ?","Geographical theories such as environmental determinism also suggested that tropical environments created uncivilized people in need of European guidance. For instance, American geographer Ellen Churchill Semple argued that even though human beings originated in the tropics they were only able to become fully human in the temperate zone. Tropicality can be paralleled with Edward Said’s Orientalism as the west’s construction of the east as the “other”. According to Siad, orientalism allowed Europe to establish itself as the superior and the norm, which justified its dominance over the essentialized Orient.",[],,asserting itself as the “other”,1,0,thought,guessed
16498,"By justification certain racial and geographical theories , Asia thought of itself as what ?","By justification certain racial and geographical theories , Asia believed of itself as what ?","Geographical theories such as environmental determinism also suggested that tropical environments created uncivilized people in need of European guidance. For instance, American geographer Ellen Churchill Semple argued that even though human beings originated in the tropics they were only able to become fully human in the temperate zone. Tropicality can be paralleled with Edward Said’s Orientalism as the west’s construction of the east as the “other”. According to Siad, orientalism allowed Europe to establish itself as the superior and the norm, which justified its dominance over the essentialized Orient.",[],,asserting itself as the “other”,1,0,thought,believed
16601,What grew on a global scale as a result of imperialism ?,What grew on a global scale as a effect of imperialism ?,"During the 20th century, historians John Gallagher (1919–1980) and Ronald Robinson (1920–1999) constructed a framework for understanding European imperialism. They claim that European imperialism was influential, and Europeans rejected the notion that ""imperialism"" required formal, legal control by one government over another country. ""In their view, historians have been mesmerized by formal empire and maps of the world with regions colored red. The bulk of British emigration, trade, and capital went to areas outside the formal British Empire. Key to their thinking is the idea of empire 'informally if possible and formally if necessary.'""[attribution needed] Because of the resources made available by imperialism, the world's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous.","[""the world's economy"", 'economy', 'economy', ""world's economy"", ""world's economy""]",economy,"resources made available by imperialism, world's economy grew significantly",1,0,result,effect
16619,Theories on imperialism use which country as a model ?,Theories on imperialism use which state as a model ?,"In anglophone academic works, theories regarding imperialism are often based on the British experience. The term ""Imperialism"" was originally introduced into English in its present sense in the late 1870s by opponents of the allegedly aggressive and ostentatious imperial policies of British prime Minister Benjamin Disraeli. It was shortly appropriated by supporters of ""imperialism"" such as Joseph Chamberlain. For some, imperialism designated a policy of idealism and philanthropy; others alleged that it was characterized by political self-interest, and a growing number associated it with capitalist greed. Liberal John A. Hobson and Marxist Vladimir Lenin added a more theoretical macroeconomic connotation to the term. Lenin in particular exerted substantial influence over later Marxist conceptions of imperialism with his work Imperialism, the Highest Stage of Capitalism. In his writings Lenin portrayed Imperialism as a natural extension of capitalism that arose from need for capitalist economies to constantly expand investment, material resources and manpower in such a way that necessitated colonial expansion. This conception of imperialism as a structural feature of capitalism is echoed by later Marxist theoreticians. Many theoreticians on the left have followed in emphasizing the structural or systemic character of ""imperialism"". Such writers have expanded the time period associated with the term so that it now designates neither a policy, nor a short space of decades in the late 19th century, but a world system extending over a period of centuries, often going back to Christopher Columbus and, in some accounts, to the Crusades. As the application of the term has expanded, its meaning has shifted along five distinct but often parallel axes: the moral, the economic, the systemic, the cultural, and the temporal. Those changes reflect - among other shifts in sensibility - a growing unease, even squeamishness, with the fact of power, specifically, Western power.","['British', 'British', 'British', 'British']",British,,1,0,country,state
16620,Theories on imperialism use which country as a model ?,Theories on imperialism use which land as a model ?,"In anglophone academic works, theories regarding imperialism are often based on the British experience. The term ""Imperialism"" was originally introduced into English in its present sense in the late 1870s by opponents of the allegedly aggressive and ostentatious imperial policies of British prime Minister Benjamin Disraeli. It was shortly appropriated by supporters of ""imperialism"" such as Joseph Chamberlain. For some, imperialism designated a policy of idealism and philanthropy; others alleged that it was characterized by political self-interest, and a growing number associated it with capitalist greed. Liberal John A. Hobson and Marxist Vladimir Lenin added a more theoretical macroeconomic connotation to the term. Lenin in particular exerted substantial influence over later Marxist conceptions of imperialism with his work Imperialism, the Highest Stage of Capitalism. In his writings Lenin portrayed Imperialism as a natural extension of capitalism that arose from need for capitalist economies to constantly expand investment, material resources and manpower in such a way that necessitated colonial expansion. This conception of imperialism as a structural feature of capitalism is echoed by later Marxist theoreticians. Many theoreticians on the left have followed in emphasizing the structural or systemic character of ""imperialism"". Such writers have expanded the time period associated with the term so that it now designates neither a policy, nor a short space of decades in the late 19th century, but a world system extending over a period of centuries, often going back to Christopher Columbus and, in some accounts, to the Crusades. As the application of the term has expanded, its meaning has shifted along five distinct but often parallel axes: the moral, the economic, the systemic, the cultural, and the temporal. Those changes reflect - among other shifts in sensibility - a growing unease, even squeamishness, with the fact of power, specifically, Western power.","['British', 'British', 'British', 'British']",British,,1,0,country,land
16725,Colonies were a sign of what amongst Asian countries ?,Colonies were a sign of what amongst Asian states ?,"However, in 1883–84 Germany began to build a colonial empire in Africa and the South Pacific, before losing interest in imperialism. Historians have debated exactly why Germany made this sudden and short-lived move.[verification needed] Bismarck was aware that public opinion had started to demand colonies for reasons of German prestige. He was influenced by Hamburg merchants and traders, his neighbors at Friedrichsruh. The establishment of the German colonial empire proceeded smoothly, starting with German New Guinea in 1884.",[],,power relations,1,0,countries,states
16880,When was the settlement which would become Boleslaw established ?,When was the settlement which would become Boleslaw instituted ?,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century). After Jazdów was raided by nearby clans and dukes, a new similar settlement was established on the site of a small fishing village called Warszowa. The Prince of Płock, Bolesław II of Masovia, established this settlement, the modern-day Warsaw, in about 1300. In the beginning of the 14th century it became one of the seats of the Dukes of Masovia, becoming the official capital of Masovian Duchy in 1413. 14th-century Warsaw's economy rested on mostly crafts and trade. Upon the extinction of the local ducal line, the duchy was reincorporated into the Polish Crown in 1526.",[],,"Prince of Pock, Bolesaw II of Masovia, established this",1,0,established,instituted
16883,In what year did Boleslaw become the official capital of the Masovian Duchy ?,In what yr did Boleslaw become the official capital of the Masovian Duchy ?,"The first fortified settlements on the site of today's Warsaw were located in Bródno (9th/10th century) and Jazdów (12th/13th century). After Jazdów was raided by nearby clans and dukes, a new similar settlement was established on the site of a small fishing village called Warszowa. The Prince of Płock, Bolesław II of Masovia, established this settlement, the modern-day Warsaw, in about 1300. In the beginning of the 14th century it became one of the seats of the Dukes of Masovia, becoming the official capital of Masovian Duchy in 1413. 14th-century Warsaw's economy rested on mostly crafts and trade. Upon the extinction of the local ducal line, the duchy was reincorporated into the Polish Crown in 1526.",[],,"beginning of the 14th century, it became one of the seats of the Dukes of Mas",1,0,year,yr
16888,What year did Kind Vilnius move his court to Warsaw ?,What yr did Kind Vilnius move his court to Warsaw ?,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the Polish–Lithuanian Commonwealth. Due to its central location between the Commonwealth's capitals of Kraków and Vilnius, Warsaw became the capital of the Commonwealth and the Crown of the Kingdom of Poland when King Sigismund III Vasa moved his court from Kraków to Warsaw in 1596. In the following years the town expanded towards the suburbs. Several private independent districts were established, the property of aristocrats and the gentry, which were ruled by their own laws. Three times between 1655–1658 the city was under siege and three times it was taken and pillaged by the Swedish, Brandenburgian and Transylvanian forces.",[],,Sigismund III Vasa moved his court from Kraków to Warsaw in,1,0,year,yr
17264,What is the polish word for wreaths ?,What is the gloss word for wreaths ?,"Several commemorative events take place every year. Gatherings of thousands of people on the banks of the Vistula on Midsummer’s Night for a festival called Wianki (Polish for Wreaths) have become a tradition and a yearly event in the programme of cultural events in Warsaw. The festival traces its roots to a peaceful pagan ritual where maidens would float their wreaths of herbs on the water to predict when they would be married, and to whom. By the 19th century this tradition had become a festive event, and it continues today. The city council organize concerts and other events. Each Midsummer’s Eve, apart from the official floating of wreaths, jumping over fires, looking for the fern flower, there are musical performances, dignitaries' speeches, fairs and fireworks by the river bank.","['Wianki', 'Wianki', 'Wianki']",Wianki,,1,0,polish,gloss
17322,What did Artur Oppman give to the world ?,What did Artur Oppman give to the earth ?,"The origin of the legendary figure is not fully known. The best-known legend, by Artur Oppman, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. One of them decided to stay on the coast of Denmark and can be seen sitting at the entrance to the port of Copenhagen. The second mermaid reached the mouth of the Vistula River and plunged into its waters. She stopped to rest on a sandy beach by the village of Warszowa, where fishermen came to admire her beauty and listen to her beautiful voice. A greedy merchant also heard her songs; he followed the fishermen and captured the mermaid.","['legend', 'The best-known legend', 'legend']",legend,,1,0,world,earth
17323,What did Artur Oppman give to the world ?,What did Artur Oppman give to the Earth ?,"The origin of the legendary figure is not fully known. The best-known legend, by Artur Oppman, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. One of them decided to stay on the coast of Denmark and can be seen sitting at the entrance to the port of Copenhagen. The second mermaid reached the mouth of the Vistula River and plunged into its waters. She stopped to rest on a sandy beach by the village of Warszowa, where fishermen came to admire her beauty and listen to her beautiful voice. A greedy merchant also heard her songs; he followed the fishermen and captured the mermaid.","['legend', 'The best-known legend', 'legend']",legend,,1,0,world,Earth
17324,What did Artur Oppman give to the world ?,What did Artur Oppman give to the reality ?,"The origin of the legendary figure is not fully known. The best-known legend, by Artur Oppman, is that long ago two of Triton's daughters set out on a journey through the depths of the oceans and seas. One of them decided to stay on the coast of Denmark and can be seen sitting at the entrance to the port of Copenhagen. The second mermaid reached the mouth of the Vistula River and plunged into its waters. She stopped to rest on a sandy beach by the village of Warszowa, where fishermen came to admire her beauty and listen to her beautiful voice. A greedy merchant also heard her songs; he followed the fishermen and captured the mermaid.","['legend', 'The best-known legend', 'legend']",legend,,1,0,world,reality
