context,origin,origin_ans,new,new_ans,answers,origin_result,result,coordination,causality,hypothesis,ref
"Jacksonville is the most populous city in Florida, and the twelfth most populous city in the United States. As of 2010[update], there were 821,784 people and 366,273 households in the city. Jacksonville has the country's tenth-largest Arab population, with a total population of 5,751 according to the 2000 United States Census. Jacksonville has Florida's largest Filipino American community, with 25,033 in the metropolitan area as of the 2010 Census. Much of Jacksonville's Filipino community served in or has ties to the United States Navy.",What ethnic group located in Jacksonville is ranked tenth largest ?,The Arab population is ranked tenth largest in Jacksonville.,What cultural group is ranked tenth largest ?,The Arab cultural group is ranked tenth largest in Jacksonville.,"['Arab', 'Arab', 'Arab']",1,0,0,0,0,
"A number of researchers (David Rodda, Jacob Vigdor, and Janna Matlack), argue that a shortage of affordable housing – at least in the US – is caused in part by income inequality. David Rodda noted that from 1984 and 1991, the number of quality rental units decreased as the demand for higher quality housing increased (Rhoda 1994:148). Through gentrification of older neighbourhoods, for example, in East New York, rental prices increased rapidly as landlords found new residents willing to pay higher market rate for housing and left lower income families without rental units. The ad valorem property tax policy combined with rising prices made it difficult or impossible for low income residents to keep pace.",What combined with ricing prices to make it difficult or impossible for poor people to keep pace ?,The ad valorem property tax policy.,What combined with ricing prices to make it hard or impossible for poor people to keep pace ?,There is no answer provided in the text.,"['ad valorem property tax policy', 'ad valorem property tax policy', 'property tax policy']",1,0,1,0,1,
"The principle of inclusions and components states that, with sedimentary rocks, if inclusions (or clasts) are found in a formation, then the inclusions must be older than the formation that contains them. For example, in sedimentary rocks, it is common for gravel from an older formation to be ripped up and included in a newer layer. A similar situation with igneous rocks occurs when xenoliths are found. These foreign bodies are picked up as magma or lava flows, and are incorporated, later to cool in the matrix. As a result, xenoliths are older than the rock which contains them.",How old is a lava flow after it cools ?,The text does not provide information about the age of a lava flow after it cools.,How old is a lava flowing after it cools ?,The age of a lava flow after it cools can vary greatly depending on the specific eruption and geological context. Lava flows can range from a few years old to several million years old.,[],1,0,0,0,0,
"Past faculty have also included Egyptologist James Henry Breasted, mathematician Alberto Calderón, Nobel prize winning economist and classical liberalism defender Friedrich Hayek, meteorologist Ted Fujita, chemists Glenn T. Seaborg, the developer of the actinide concept and Nobel Prize winner Yuan T. Lee, Nobel Prize winning novelist Saul Bellow, political philosopher and author Allan Bloom, cancer researchers Charles Brenton Huggins and Janet Rowley, astronomer Gerard Kuiper, one of the most important figures in the early development of the discipline of linguistics Edward Sapir, and the founder of McKinsey & Co., James O. McKinsey.",What cancer researchers were also apart of the university 's faculty ?,Charles Brenton Huggins and Janet Rowley.,What cancer researchers were too apart of the university's faculty ?,No answer.,"['Charles Brenton Huggins and Janet Rowley', 'Charles Brenton Huggins and Janet Rowley', 'Charles Brenton Huggins and Janet Rowley']",1,0,0,0,0,
"In the early years, many Huguenots also settled in the area of present-day Charleston, South Carolina. In 1685, Rev. Elie Prioleau from the town of Pons in France, was among the first to settle there. He became pastor of the first Huguenot church in North America in that city. After the Revocation of the Edict of Nantes in 1685, several Huguenot families of Norman and Carolingian nobility and descent, including Edmund Bohun of Suffolk England from the Humphrey de Bohun line of French royalty descended from Charlemagne, Jean Postell of Dieppe France, Alexander Pepin, Antoine Poitevin of Orsement France, and Jacques de Bordeaux of Grenoble, immigrated to the Charleston Orange district. They were very successful at marriage and property speculation. After petitioning the British Crown in 1697 for the right to own land in the Baronies, they prospered as slave owners on the Cooper, Ashepoo, Ashley and Santee River plantations they purchased from the British Landgrave Edmund Bellinger. Some of their descendants moved into the Deep South and Texas, where they developed new plantations.",What southern city did the Huguenots settle near ?,"The Huguenots settled near Charleston, South Carolina.",What southern city did the Huguenots settle ?,"The Huguenots settled in Charleston, South Carolina.","['Charleston, South Carolina', 'Charleston', 'Charleston, South Carolina']",1,0,0,0,0,
"Many machine models different from the standard multi-tape Turing machines have been proposed in the literature, for example random access machines. Perhaps surprisingly, each of these models can be converted to another without providing any extra computational power. The time and memory consumption of these alternate models may vary. What all these models have in common is that the machines operate deterministically.","In considering Turing machines and alternate variables , what measurement left unaffected by conversion between machine models ?",The computational power is left unaffected by conversion between machine models.,"In dealing Turing machines and alternate variables , what measurement left unaffected by conversion ?",The computational power of the machines is left unaffected by conversion.,"['computational power', 'computational power', 'computational power']",1,0,1,0,0,
"Around 1800 Richard Trevithick and, separately, Oliver Evans in 1801 introduced engines using high-pressure steam; Trevithick obtained his high-pressure engine patent in 1802. These were much more powerful for a given cylinder size than previous engines and could be made small enough for transport applications. Thereafter, technological developments and improvements in manufacturing techniques (partly brought about by the adoption of the steam engine as a power source) resulted in the design of more efficient engines that could be smaller, faster, or more powerful, depending on the intended application.",High pressure steam engines were small enough that they could be used in what application ?,High pressure steam engines were small enough to be used in transport applications.,High pressure steam engines were small ?,"Yes, high pressure steam engines were small enough for transport applications.","['transport', 'transport', 'transport applications', 'transport']",1,0,0,0,0,
"Unlike animals, plants lack phagocytic cells, but many plant immune responses involve systemic chemical signals that are sent through a plant. Individual plant cells respond to molecules associated with pathogens known as Pathogen-associated molecular patterns or PAMPs. When a part of a plant becomes infected, the plant produces a localized hypersensitive response, whereby cells at the site of infection undergo rapid apoptosis to prevent the spread of the disease to other parts of the plant. Systemic acquired resistance (SAR) is a type of defensive response used by plants that renders the entire plant resistant to a particular infectious agent. RNA silencing mechanisms are particularly important in this systemic response as they can block virus replication.",What is a kind of defense response that makes the entire plant resistant to a particular agent ?,Systemic acquired resistance (SAR).,What is a kind of defense response that makes the entire plant repellent to a special agent ?,No answer.,"['Systemic acquired resistance (SAR)', 'Systemic acquired resistance', 'Systemic acquired resistance (SAR)']",1,0,0,0,0,
"The quick and decisive defeat of the Arab troops during the Six-Day War by Israeli troops constituted a pivotal event in the Arab Muslim world. The defeat along with economic stagnation in the defeated countries, was blamed on the secular Arab nationalism of the ruling regimes. A steep and steady decline in the popularity and credibility of secular, socialist and nationalist politics ensued. Ba'athism, Arab socialism, and Arab nationalism suffered, and different democratic and anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb gained ground.",What gained ground when Arab nationalism suffered ?,Different democratic and anti-democratic Islamist movements gained ground.,What gained ground when Arab nationalism sustained ?,No answer.,"['anti-democratic Islamist movements', 'anti-democratic Islamist movements inspired by Maududi and Sayyid Qutb', 'anti-democratic Islamist movements']",1,0,0,0,1,
"""The simplest valve gears give events of fixed length during the engine cycle and often make the engine rotate in only one direction. Most however have a reversing mechanism which additionally can provide means for saving steam as speed and momentum are gained by gradually """"shortening the cutoff"""" or rather, shortening the admission event; this in turn proportionately lengthens the expansion period. However, as one and the same valve usually controls both steam flows, a short cutoff at admission adversely affects the exhaust and compression periods which should ideally always be kept fairly constant; if the exhaust event is too brief, the totality of the exhaust steam cannot evacuate the cylinder, choking it and giving excessive compression (""""kick back"""").[citation needed]""",What do the simplest compression cylinders give during the engine cycle ?,No answer.,What do the simplest compression cylinders give during the engine cycle ?,The simplest valve gears give events of fixed length during the engine cycle.,[],1,0,0,0,1,
"""New Rochelle, located in the county of Westchester on the north shore of Long Island Sound, seemed to be the great location of the Huguenots in New York. It is said that they landed on the coastline peninsula of Davenports Neck called """"Bauffet's Point"""" after traveling from England where they had previously taken refuge on account of religious persecution, four years before the revocation of the Edict of Nantes. They purchased from John Pell, Lord of Pelham Manor, a tract of land consisting of six thousand one hundred acres with the help of Jacob Leisler. It was named New Rochelle after La Rochelle, their former strong-hold in France. A small wooden church was first erected in the community, followed by a second church that built of stone. Previous to the erection of it, the strong men would often walk twenty-three miles on Saturday evening, the distance by the road from New Rochelle to New York, to attend the Sunday service. The church was eventually replaced by a third, Trinity-St. Paul's Episcopal Church, which contains heirlooms including the original bell from the French Huguenot Church """"Eglise du St. Esperit"""" on Pine Street in New York City, which is preserved as a relic in the tower room. The Huguenot cemetery, or """"Huguenot Burial Ground"""", has since been recognized as a historic cemetery that is the final resting place for a wide range of the Huguenot founders, early settlers and prominent citizens dating back more than three centuries.""",What present day county is New Rochelle in ?,New Rochelle is located in Westchester County.,What present day county is New Rochelle ?,New Rochelle is located in Westchester County.,"['Westchester', 'Westchester', 'Westchester']",1,0,0,0,0,
"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569. In 1573 the city gave its name to the Warsaw Confederation, formally establishing religious freedom in the Polish–Lithuanian Commonwealth. Due to its central location between the Commonwealth's capitals of Kraków and Vilnius, Warsaw became the capital of the Commonwealth and the Crown of the Kingdom of Poland when King Sigismund III Vasa moved his court from Kraków to Warsaw in 1596. In the following years the town expanded towards the suburbs. Several private independent districts were established, the property of aristocrats and the gentry, which were ruled by their own laws. Three times between 1655–1658 the city was under siege and three times it was taken and pillaged by the Swedish, Brandenburgian and Transylvanian forces.",When did the General Sejm make Warsaw it 's permanent seat ?,The General Sejm made Warsaw its permanent seat in 1569.,When did the General Sejm make Warsaw it's permanent rear ?,The text does not provide information about the General Sejm making Warsaw its permanent rear.,"['1569', '1569', '1569']",1,0,0,0,0,
"The concept of inertia can be further generalized to explain the tendency of objects to continue in many different forms of constant motion, even those that are not strictly constant velocity. The rotational inertia of planet Earth is what fixes the constancy of the length of a day and the length of a year. Albert Einstein extended the principle of inertia further when he explained that reference frames subject to constant acceleration, such as those free-falling toward a gravitating object, were physically equivalent to inertial reference frames. This is why, for example, astronauts experience weightlessness when in free-fall orbit around the Earth, and why Newton's Laws of Motion are more easily discernible in such environments. If an astronaut places an object with mass in mid-air next to himself, it will remain stationary with respect to the astronaut due to its inertia. This is the same thing that would occur if the astronaut and the object were in intergalactic space with no net force of gravity acting on their shared reference frame. This principle of equivalence was one of the foundational underpinnings for the development of the general theory of relativity.",What concept explains why objects continue in constant motion ?,The concept that explains why objects continue in constant motion is inertia.,What concept explains why objects continue in incessant motion ?,No Answer.,"['inertia', 'inertia', 'inertia', 'inertia', 'inertia']",1,0,0,1,1,
"Oxygen is present in the atmosphere in trace quantities in the form of carbon dioxide (CO\n2). The Earth's crustal rock is composed in large part of oxides of silicon (silica SiO\n2, as found in granite and quartz), aluminium (aluminium oxide Al\n2O\n3, in bauxite and corundum), iron (iron(III) oxide Fe\n2O\n3, in hematite and rust), and calcium carbonate (in limestone). The rest of the Earth's crust is also made of oxygen compounds, in particular various complex silicates (in silicate minerals). The Earth's mantle, of much larger mass than the crust, is largely composed of silicates of magnesium and iron.","Aside from oxides , what other compounds comprise a large portion of the Earth 's crust ?","Various complex silicates, including silicate minerals, comprise a large portion of the Earth's crust.","Aside from oxides , what other compounds comprise a big portion of the Earth's crust ?",No Answer.,"['complex silicates', 'complex silicates', 'silicates', 'silicates', 'silicates (in silicate minerals)']",1,0,0,0,0,
"""Sociologist Jake Rosenfield of the University of Washington asserts that the decline of organized labor in the United States has played a more significant role in expanding the income gap than technological changes and globalization, which were also experienced by other industrialized nations that didn't experience steep surges in inequality. He points out that nations with high rates of unionization, particularly in Scandinavia, have very low levels of inequality, and concludes """"the historical pattern is clear; the cross-national pattern is clear: high inequality goes hand-in-hand with weak labor movements and vice-versa.""""""",What country has low income inequality and low presence of unions ?,No Answer.,What country has low-toned income inequality ?,"Scandinavian countries, such as Norway, Sweden, and Denmark, have low levels of income inequality.",[],1,0,0,0,0,
"""Citizenship of the EU has increasingly been seen as a """"fundamental"""" status of member state nationals by the Court of Justice, and has accordingly increased the number of social services that people can access wherever they move. The Court has required that higher education, along with other forms of vocational training, should be more access, albeit with qualifying periods. In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid """"structural, staffing and financial problems"""" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.""",In which case did the Court state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students ?,The Court stated that Austria was not allowed to hold places in Austrian universities exclusively for Austrian students in the case of Commission v Austria.,In which lawsuit did the Court state that Austria was not allowed to make places in Austrian schools exclusively for Austrian pupils ?,No answer.,"['Commission v Austria', 'Commission v Austria the Court', 'Commission v Austria']",1,0,0,0,0,
"Southern California consists of a heavily developed urban environment, home to some of the largest urban areas in the state, along with vast areas that have been left undeveloped. It is the third most populated megalopolis in the United States, after the Great Lakes Megalopolis and the Northeastern megalopolis. Much of southern California is famous for its large, spread-out, suburban communities and use of automobiles and highways. The dominant areas are Los Angeles, Orange County, San Diego, and Riverside-San Bernardino, each of which is the center of its respective metropolitan area, composed of numerous smaller cities and communities. The urban area is also host to an international metropolitan region in the form of San Diego–Tijuana, created by the urban area spilling over into Baja California.","Outside of its use of automobiles , what else is southern California famous for using ?",Southern California is also famous for its highways and spread-out suburban communities.,"Outside of its use of motorcars , what else is southern California notable for using ?","Southern California is also notable for its large, spread-out suburban communities.","['highways', 'highways']",1,0,0,0,1,
"The project must adhere to zoning and building code requirements. Constructing a project that fails to adhere to codes does not benefit the owner. Some legal requirements come from malum in se considerations, or the desire to prevent things that are indisputably bad – bridge collapses or explosions. Other legal requirements come from malum prohibitum considerations, or things that are a matter of custom or expectation, such as isolating businesses to a business district and residences to a residential district. An attorney may seek changes or exemptions in the law that governs the land where the building will be built, either by arguing that a rule is inapplicable (the bridge design will not cause a collapse), or that the custom is no longer needed (acceptance of live-work spaces has grown in the community).",What are malum prohibitum considerations ?,"Malum prohibitum considerations refer to things that are a matter of custom or expectation, such as isolating businesses to a business district and residences to a residential district.",What are malum prohibitum considerations ?,"Apologies for the confusion. The text does not explicitly mention malum prohibitum considerations. Thus, there is no answer to this question provided in the text.","['things that are a matter of custom or expectation', 'things that are a matter of custom or expectation', 'things that are a matter of custom or expectation']",1,0,0,0,0,
"""Medical knowledge had stagnated during the Middle Ages. The most authoritative account at the time came from the medical faculty in Paris in a report to the king of France that blamed the heavens, in the form of a conjunction of three planets in 1345 that caused a """"great pestilence in the air"""". This report became the first and most widely circulated of a series of plague tracts that sought to give advice to sufferers. That the plague was caused by bad air became the most widely accepted theory. Today, this is known as the Miasma theory. The word 'plague' had no special significance at this time, and only the recurrence of outbreaks during the Middle Ages gave it the name that has become the medical term.""",What is the bad air theory officially known as ?,The bad air theory is officially known as the Miasma theory.,What is the big air theory formally known as ?,The big air theory mentioned in the text does not have a formal name.,"['Miasma theory', 'Miasma theory.', 'Miasma theory']",1,0,0,0,0,
"""Sociologist Jake Rosenfield of the University of Washington asserts that the decline of organized labor in the United States has played a more significant role in expanding the income gap than technological changes and globalization, which were also experienced by other industrialized nations that didn't experience steep surges in inequality. He points out that nations with high rates of unionization, particularly in Scandinavia, have very low levels of inequality, and concludes """"the historical pattern is clear; the cross-national pattern is clear: high inequality goes hand-in-hand with weak labor movements and vice-versa.""""""",What country has low income inequality and low presence of unions ?,No answer.,What country has low-down income inequality ?,"Scandinavian countries, such as Sweden, Norway, and Denmark, have low levels of income inequality.",[],1,0,0,0,0,
"During 2003–04, the gross value of Victorian agricultural production increased by 17% to $8.7 billion. This represented 24% of national agricultural production total gross value. As of 2004, an estimated 32,463 farms occupied around 136,000 square kilometres (52,500 sq mi) of Victorian land. This comprises more than 60% of the state's total land surface. Victorian farms range from small horticultural outfits to large-scale livestock and grain productions. A quarter of farmland is used to grow consumable crops.",How much did the gross agricultural product increase since 2004 ?,No Answer,How much did the gross agrarian product increase ?,The gross value of Victorian agricultural production increased by 17%.,[],1,0,0,0,0,
"When the Mongols placed the Uighurs of the Kingdom of Qocho over the Koreans at the court the Korean King objected, then the Mongol Emperor Kublai Khan rebuked the Korean King, saying that the Uighur King of Qocho was ranked higher than the Karluk Kara-Khanid ruler, who in turn was ranked higher than the Korean King, who was ranked last, because the Uighurs surrendered to the Mongols first, the Karluks surrendered after the Uighurs, and the Koreans surrendered last, and that the Uighurs surrendered peacefully without violently resisting.",Who was the Uighur King of Qocho ranked above ?,The Uighur King of Qocho was ranked above the Karluk Kara-Khanid ruler.,Who was the Uighur King of Qocho ranked above ?,The Uighur King of Qocho was ranked higher than the Korean King.,"['the Karluk Kara-Khanid ruler', 'Karluk Kara-Khanid', 'the Karluk Kara-Khanid ruler']",1,0,0,0,0,
"Stage 1 is the first, or introductory stage of the bill, where the minister or member in charge of the bill will formally introduce it to Parliament together with its accompanying documents – Explanatory Notes, a Policy Memorandum setting out the policy underlying the bill, and a Financial Memorandum setting out the costs and savings associated with it. Statements from the Presiding Officer and the member in charge of the bill are also lodged indicating whether the bill is within the legislative competence of the Parliament. Stage 1 usually takes place, initially, in the relevant committee or committees and is then submitted to the whole Parliament for a full debate in the chamber on the general principles of the bill. If the whole Parliament agrees in a vote to the general principles of the bill, it then proceeds to Stage 2.","If Parliament agrees in a vote to the general principle of a bill , what does it then proceed to ?","If Parliament agrees in a vote to the general principles of a bill, it then proceeds to Stage 2.","If Parliament agrees in a ballot to the general rule of a bill , what does it then proceed to ?",No answer.,"['Stage 2', 'Stage 2', 'Stage 2']",1,0,0,0,0,
"The biodiversity of plant species is the highest on Earth with one 2001 study finding a quarter square kilometer (62 acres) of Ecuadorian rainforest supports more than 1,100 tree species. A study in 1999 found one square kilometer (247 acres) of Amazon rainforest can contain about 90,790 tonnes of living plants. The average plant biomass is estimated at 356 ± 47 tonnes per hectare. To date, an estimated 438,000 species of plants of economic and social interest have been registered in the region with many more remaining to be discovered or catalogued. The total number of tree species in the region is estimated at 16,000.",Where does the Amazon region rate among the entire earth for its amount of biodiversity ?,The Amazon region rates as the highest on Earth for its amount of biodiversity.,Where does the Amazon region rate among the entire land for its sum of biodiversity ?,The Amazon region rates as the highest among all land areas for its sum of biodiversity.,"['highest on Earth', 'the highest', 'the highest', 'highest']",1,0,0,0,0,
"Ersatzschulen are ordinary primary or secondary schools, which are run by private individuals, private organizations or religious groups. These schools offer the same types of diplomas as public schools. Ersatzschulen lack the freedom to operate completely outside of government regulation. Teachers at Ersatzschulen must have at least the same education and at least the same wages as teachers at public schools, an Ersatzschule must have at least the same academic standards as a public school and Article 7, Paragraph 4 of the Grundgesetz, also forbids segregation of pupils according to the means of their parents (the so-called Sonderungsverbot). Therefore, most Ersatzschulen have very low tuition fees and/or offer scholarships, compared to most other Western European countries. However, it is not possible to finance these schools with such low tuition fees, which is why all German Ersatzschulen are additionally financed with public funds. The percentages of public money could reach 100% of the personnel expenditures. Nevertheless, Private Schools became insolvent in the past in Germany.",What do Sonderungsverbot not have when trying to operate without regulation ?,No Answer.,What do Sonderungsverbot not have when attempting to operate without regulation ?,The Sonderungsverbot does not have the freedom to operate completely outside of government regulation.,[],1,0,0,0,1,
"While the existence of these central government departments and the Six Ministries (which had been introduced since the Sui and Tang dynasties) gave a Sinicized image in the Yuan administration, the actual functions of these ministries also reflected how Mongolian priorities and policies reshaped and redirected those institutions. For example, the authority of the Yuan legal system, the Ministry of Justice, did not extend to legal cases involving Mongols and Semuren, who had separate courts of justice. Cases involving members of more than one ethnic group were decided by a mixed board consisting of Chinese and Mongols. Another example was the insignificance of the Ministry of War compared with native Chinese dynasties, as the real military authority in Yuan times resided in the Privy Council.",Who had no real military power after the Yuan ?,No Answer.,Who had no actual military power ?,The Ministry of War in the Yuan administration had no actual military power.,[],1,0,0,0,0,
"Victoria contains many topographically, geologically and climatically diverse areas, ranging from the wet, temperate climate of Gippsland in the southeast to the snow-covered Victorian alpine areas which rise to almost 2,000 m (6,600 ft), with Mount Bogong the highest peak at 1,986 m (6,516 ft). There are extensive semi-arid plains to the west and northwest. There is an extensive series of river systems in Victoria. Most notable is the Murray River system. Other rivers include: Ovens River, Goulburn River, Patterson River, King River, Campaspe River, Loddon River, Wimmera River, Elgin River, Barwon River, Thomson River, Snowy River, Latrobe River, Yarra River, Maribyrnong River, Mitta River, Hopkins River, Merri River and Kiewa River. The state symbols include the pink heath (state flower), Leadbeater's possum (state animal) and the helmeted honeyeater (state bird).",What is the Victoria state bird ?,The Victoria state bird is the helmeted honeyeater.,What is the Victoria commonwealth bird ?,There is no specific mention of a Victoria Commonwealth bird in the provided text.,"['helmeted honeyeater', 'the helmeted honeyeater', 'helmeted honeyeater']",1,0,0,0,0,
"Like much of the south Atlantic region of the United States, Jacksonville has a humid subtropical climate (Köppen Cfa), with mild weather during winters and hot and humid weather during summers. Seasonal rainfall is concentrated in the warmest months from May through September, while the driest months are from November through April. Due to Jacksonville's low latitude and coastal location, the city sees very little cold weather, and winters are typically mild and sunny. Summers can be hot and wet, and summer thunderstorms with torrential but brief downpours are common.",How is winter weather in Jacksonville described as ?,Winters in Jacksonville are typically mild and sunny.,How is winter weather in Jacksonville described ?,The winter weather in Jacksonville is described as mild and sunny.,"['mild', 'mild and sunny.', 'mild and sunny']",1,0,0,0,0,
"Under the terms of the Scotland Act 1978, an elected assembly would be set up in Edinburgh provided that the majority of the Scottish electorate voted for it in a referendum to be held on 1 March 1979 that represented at least 40% of the total electorate. The 1979 Scottish devolution referendum to establish a devolved Scottish Assembly failed. Although the vote was 51.6% in favour of a Scottish Assembly, this figure did not equal the 40% of the total electorate threshold deemed necessary to pass the measure, as 32.9% of the eligible voting population did not, or had been unable to, vote.",What percentage of the vote for a Scottish Assembly in favor of it ?,51.6% of the vote was in favor of a Scottish Assembly.,What percentage of the vote for a Scottish Assembly ?,51.6% of the vote was in favor of a Scottish Assembly.,"['51.6%', '51.6%', '51.6%']",1,0,0,0,0,
"""The results of the Haensch study have since been confirmed and amended. Based on genetic evidence derived from Black Death victims in the East Smithfield burial site in England, Schuenemann et al. concluded in 2011 """"that the Black Death in medieval Europe was caused by a variant of Y. pestis that may no longer exist."""" A study published in Nature in October 2011 sequenced the genome of Y. pestis from plague victims and indicated that the strain that caused the Black Death is ancestral to most modern strains of the disease.""",What is thought to have happened to the y. pestis that caused the black death ?,The text suggests that the variant of Y. pestis that caused the Black Death may no longer exist.,What is thought to have happened to the y. pestis that caused the pitch-black death ?,"The text does not mention anything about the Y. pestis that caused the ""pitch-black death.""","['may no longer exist', 'may no longer exist', 'may no longer exist']",1,0,0,0,0,
"Leukocytes (white blood cells) act like independent, single-celled organisms and are the second arm of the innate immune system. The innate leukocytes include the phagocytes (macrophages, neutrophils, and dendritic cells), mast cells, eosinophils, basophils, and natural killer cells. These cells identify and eliminate pathogens, either by attacking larger pathogens through contact or by engulfing and then killing microorganisms. Innate cells are also important mediators in the activation of the adaptive immune system.",What kind of cell is not an innate leukocyte ?,No Answer,What kind of cell is not an innate leukocyte ?,Mast cells.,[],1,0,0,0,0,
"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",What state constitutional amendments make reference to the government funding religious schools ?,Blaine Amendments.,What country constitutional amendments make reference to the authority funding religious schools ?,The text does not mention any country-specific constitutional amendments regarding the authority funding religious schools.,"['Blaine', 'Blaine Amendments', 'Blaine Amendments']",1,0,0,0,0,
"Passenger rail service is provided by Amtrak San Joaquins. The main passenger rail station is the recently renovated historic Santa Fe Railroad Depot in Downtown Fresno. The Bakersfield-Stockton mainlines of the Burlington Northern Santa Fe Railway and Union Pacific Railroad railroads cross in Fresno, and both railroads maintain railyards within the city; the San Joaquin Valley Railroad also operates former Southern Pacific branchlines heading west and south out of the city. The city of Fresno is planned to serve the future California High Speed Rail.","If you were to take a train west or south out of the city of Fresno , which railroad would you take ?","If you were to take a train west or south out of the city of Fresno, you would take the San Joaquin Valley Railroad.","If you were to hold a train west or south out of the city of Fresno , which railroad would you take ?",There is no answer to the question in the given text.,"['San Joaquin Valley Railroad', 'San Joaquin Valley Railroad', 'San Joaquin Valley Railroad']",1,0,1,0,0,
"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",What state constitutional amendments make reference to the government funding religious schools ?,Some state constitutional amendments that make reference to the government funding of religious schools are Blaine Amendments.,What State constitutional amendments make reference to the authority funding spiritual schools ?,The text does not mention any specific state constitutional amendments that make reference to the authority funding of religious schools.,"['Blaine', 'Blaine Amendments', 'Blaine Amendments']",1,0,0,0,0,
"Mortgage bankers, accountants, and cost engineers are likely participants in creating an overall plan for the financial management of the building construction project. The presence of the mortgage banker is highly likely, even in relatively small projects since the owner's equity in the property is the most obvious source of funding for a building project. Accountants act to study the expected monetary flow over the life of the project and to monitor the payouts throughout the process. Cost engineers and estimators apply expertise to relate the work and materials involved to a proper valuation. Cost overruns with government projects have occurred when the contractor identified change orders or project changes that increased costs, which are not subject to competition from other firms as they have already been eliminated from consideration after the initial bid.",Who studies the expected monetary flow over the life of the project and to monitor the payouts throughout the process ?,Accountants study the expected monetary flow over the life of the project and monitor the payouts throughout the process.,Who studies the expected pecuniary flow over the spirit of the project and to monitor the payouts ?,Accountants study the expected monetary flow over the life of the project and monitor the payouts.,"['Accountants', 'Accountants', 'Accountants']",1,0,1,0,0,
"Near the end of the 19th century compound engines came into widespread use. Compound engines exhausted steam in to successively larger cylinders to accommodate the higher volumes at reduced pressures, giving improved efficiency. These stages were called expansions, with double and triple expansion engines being common, especially in shipping where efficiency was important to reduce the weight of coal carried. Steam engines remained the dominant source of power until the early 20th century, when advances in the design of electric motors and internal combustion engines gradually resulted in the replacement of reciprocating (piston) steam engines, with shipping in the 20th-century relying upon the steam turbine.",In what field were double and triple expansion engines common ?,Double and triple expansion engines were common in shipping.,In what field were three-fold and triple expansion engines ?,Three-fold and triple expansion engines were commonly used in the field of shipping.,"['shipping', 'shipping', 'shipping']",1,0,1,0,0,
"Through stream capture, the Rhine extended its watershed southward. By the Pliocene period, the Rhine had captured streams down to the Vosges Mountains, including the Mosel, the Main and the Neckar. The northern Alps were then drained by the Rhone. By the early Pleistocene period, the Rhine had captured most of its current Alpine watershed from the Rhône, including the Aar. Since that time, the Rhine has added the watershed above Lake Constance (Vorderrhein, Hinterrhein, Alpenrhein; captured from the Rhône), the upper reaches of the Main, beyond Schweinfurt and the Vosges Mountains, captured from the Meuse, to its watershed.",How did the Rhine extend watershed southward ?,Through stream capture.,How did the Rhine extend watershed southwards ?,"The Rhine extended its watershed southward by capturing streams down to the Vosges Mountains, including the Mosel, the Main, and the Neckar.","['stream capture', 'stream capture', 'stream capture']",1,0,0,0,0,
"Helper T cells express T cell receptors (TCR) that recognize antigen bound to Class II MHC molecules. The MHC:antigen complex is also recognized by the helper cell's CD4 co-receptor, which recruits molecules inside the T cell (e.g., Lck) that are responsible for the T cell's activation. Helper T cells have a weaker association with the MHC:antigen complex than observed for killer T cells, meaning many receptors (around 200–300) on the helper T cell must be bound by an MHC:antigen in order to activate the helper cell, while killer T cells can be activated by engagement of a single MHC:antigen molecule. Helper T cell activation also requires longer duration of engagement with an antigen-presenting cell. The activation of a resting helper T cell causes it to release cytokines that influence the activity of many cell types. Cytokine signals produced by helper T cells enhance the microbicidal function of macrophages and the activity of killer T cells. In addition, helper T cell activation causes an upregulation of molecules expressed on the T cell's surface, such as CD40 ligand (also called CD154), which provide extra stimulatory signals typically required to activate antibody-producing B cells.",What has a stronger association with the MHC : antigen complex than killer T cells ?,No Answer,What has a harder association with the MHC : antigen complex ?,Helper T cells have a harder association with the MHC:antigen complex compared to killer T cells.,[],1,0,0,0,1,
