context,origin,origin_ans,new,new_ans,answers,origin_result,result,CARDINAL,CARDINAL_text,CARDINAL_start_end_error,DATE,DATE_text,DATE_start_end_error,EVENT,EVENT_text,EVENT_start_end_error,FAC,FAC_text,FAC_start_end_error,GPE,GPE_text,GPE_start_end_error,LANGUAGE,LANGUAGE_text,LANGUAGE_start_end_error,LAW,LAW_text,LAW_start_end_error,LOC,LOC_text,LOC_start_end_error,MONEY,MONEY_text,MONEY_start_end_error,NORP,NORP_text,NORP_start_end_error,ORDINAL,ORDINAL_text,ORDINAL_start_end_error,ORG,ORG_text,ORG_start_end_error,PERCENT,PERCENT_text,PERCENT_start_end_error,PERSON,PERSON_text,PERSON_start_end_error,PRODUCT,PRODUCT_text,PRODUCT_start_end_error,QUANTITY,QUANTITY_text,QUANTITY_start_end_error,TIME,TIME_text,TIME_start_end_error,WORK_OF_ART,WORK_OF_ART_text,WORK_OF_ART_start_end_error,answers
"""Newton's First Law of Motion states that objects continue to move in a state of constant velocity unless acted upon by an external net force or resultant force. This law is an extension of Galileo's insight that constant velocity was associated with a lack of net force (see a more detailed description of this below). Newton proposed that every object with mass has an innate inertia that functions as the fundamental equilibrium """"natural state"""" in place of the Aristotelian idea of the """"natural state of rest"""". That is, the first law contradicts the intuitive Aristotelian belief that a net force is required to keep an object moving with constant velocity. By making rest physically indistinguishable from non-zero constant velocity, Newton's First Law directly connects inertia with the concept of relative velocities. Specifically, in systems where objects are moving with different velocities, it is impossible to determine which object is """"in motion"""" and which object is """"at rest"""". In other words, to phrase matters more technically, the laws of physics are the same in every inertial frame of reference, that is, in all frames related by a Galilean transformation.""","Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a constant velocity ?",Newton's First Law of Motion.,"Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a incessant velocity ?",No Answer.,"['Newton', ""Newton's"", ""Newton's"", ""Newton's"", ""Newton's""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Newton,0,0,,0,1,Newton,0,0,,0,0,,0,0,,0,0,,0,Newton's
"""Newton's First Law of Motion states that objects continue to move in a state of constant velocity unless acted upon by an external net force or resultant force. This law is an extension of Galileo's insight that constant velocity was associated with a lack of net force (see a more detailed description of this below). Newton proposed that every object with mass has an innate inertia that functions as the fundamental equilibrium """"natural state"""" in place of the Aristotelian idea of the """"natural state of rest"""". That is, the first law contradicts the intuitive Aristotelian belief that a net force is required to keep an object moving with constant velocity. By making rest physically indistinguishable from non-zero constant velocity, Newton's First Law directly connects inertia with the concept of relative velocities. Specifically, in systems where objects are moving with different velocities, it is impossible to determine which object is """"in motion"""" and which object is """"at rest"""". In other words, to phrase matters more technically, the laws of physics are the same in every inertial frame of reference, that is, in all frames related by a Galilean transformation.""","Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a constant velocity ?",Newton's First Law of Motion.,"Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a incessant velocity ?",No Answer.,"['Newton', ""Newton's"", ""Newton's"", ""Newton's"", ""Newton's""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Newton|Newton,0,0,,0,1,Newton,0,0,,0,0,,0,0,,0,0,,0,Newton's
"""Newton's First Law of Motion states that objects continue to move in a state of constant velocity unless acted upon by an external net force or resultant force. This law is an extension of Galileo's insight that constant velocity was associated with a lack of net force (see a more detailed description of this below). Newton proposed that every object with mass has an innate inertia that functions as the fundamental equilibrium """"natural state"""" in place of the Aristotelian idea of the """"natural state of rest"""". That is, the first law contradicts the intuitive Aristotelian belief that a net force is required to keep an object moving with constant velocity. By making rest physically indistinguishable from non-zero constant velocity, Newton's First Law directly connects inertia with the concept of relative velocities. Specifically, in systems where objects are moving with different velocities, it is impossible to determine which object is """"in motion"""" and which object is """"at rest"""". In other words, to phrase matters more technically, the laws of physics are the same in every inertial frame of reference, that is, in all frames related by a Galilean transformation.""","Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a constant velocity ?",Newton's First Law of Motion.,"Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a incessant velocity ?",No Answer.,"['Newton', ""Newton's"", ""Newton's"", ""Newton's"", ""Newton's""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Newton|Newton|Newton,0,0,,0,1,Newton,0,0,,0,0,,0,0,,0,0,,0,Newton's
"""Newton's First Law of Motion states that objects continue to move in a state of constant velocity unless acted upon by an external net force or resultant force. This law is an extension of Galileo's insight that constant velocity was associated with a lack of net force (see a more detailed description of this below). Newton proposed that every object with mass has an innate inertia that functions as the fundamental equilibrium """"natural state"""" in place of the Aristotelian idea of the """"natural state of rest"""". That is, the first law contradicts the intuitive Aristotelian belief that a net force is required to keep an object moving with constant velocity. By making rest physically indistinguishable from non-zero constant velocity, Newton's First Law directly connects inertia with the concept of relative velocities. Specifically, in systems where objects are moving with different velocities, it is impossible to determine which object is """"in motion"""" and which object is """"at rest"""". In other words, to phrase matters more technically, the laws of physics are the same in every inertial frame of reference, that is, in all frames related by a Galilean transformation.""","Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a constant velocity ?",Newton's First Law of Motion.,"Whose First Law of Motion says that unless acted upon be forces , objects would continue to move at a incessant velocity ?",No Answer.,"['Newton', ""Newton's"", ""Newton's"", ""Newton's"", ""Newton's""]",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,Newton|Newton|Newton|Newton,0,0,,0,1,Newton,0,0,,0,0,,0,0,,0,0,,0,Newton's
"Johnson's expedition was better organized than Shirley's, which was noticed by New France's governor, the Marquis de Vaudreuil. He had primarily been concerned about the extended supply line to the forts on the Ohio, and had sent Baron Dieskau to lead the defenses at Frontenac against Shirley's expected attack. When Johnson was seen as the larger threat, Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat. Dieskau planned to attack the British encampment at Fort Edward at the upper end of navigation on the Hudson River, but Johnson had strongly fortified it, and Dieskau's Indian support was reluctant to attack. The two forces finally met in the bloody Battle of Lake George between Fort Edward and Fort William Henry. The battle ended inconclusively, with both sides withdrawing from the field. Johnson's advance stopped at Fort William Henry, and the French withdrew to Ticonderoga Point, where they began the construction of Fort Carillon (later renamed Fort Ticonderoga after British capture in 1759).",How did Vaudreuil react when Johnson was seen as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat.,How did Vaudreuil react when Johnson was looked as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet the threat.,"['sent Dieskau to Fort St. Frédéric to meet that threat', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric']",1,0,0,,0,0,,0,0,,0,1,Fort St. Frédéric,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Dieskau,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,sent Dieskau to Fort St. Frédéric to meet that threat
"Johnson's expedition was better organized than Shirley's, which was noticed by New France's governor, the Marquis de Vaudreuil. He had primarily been concerned about the extended supply line to the forts on the Ohio, and had sent Baron Dieskau to lead the defenses at Frontenac against Shirley's expected attack. When Johnson was seen as the larger threat, Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat. Dieskau planned to attack the British encampment at Fort Edward at the upper end of navigation on the Hudson River, but Johnson had strongly fortified it, and Dieskau's Indian support was reluctant to attack. The two forces finally met in the bloody Battle of Lake George between Fort Edward and Fort William Henry. The battle ended inconclusively, with both sides withdrawing from the field. Johnson's advance stopped at Fort William Henry, and the French withdrew to Ticonderoga Point, where they began the construction of Fort Carillon (later renamed Fort Ticonderoga after British capture in 1759).",How did Vaudreuil react when Johnson was seen as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat.,How did Vaudreuil react when Johnson was looked as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet the threat.,"['sent Dieskau to Fort St. Frédéric to meet that threat', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric']",1,0,0,,0,0,,0,0,,0,2,Fort St. Frédéric|Fort St. Frédéric,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Dieskau|Dieskau,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,sent Dieskau to Fort St. Frédéric
"Johnson's expedition was better organized than Shirley's, which was noticed by New France's governor, the Marquis de Vaudreuil. He had primarily been concerned about the extended supply line to the forts on the Ohio, and had sent Baron Dieskau to lead the defenses at Frontenac against Shirley's expected attack. When Johnson was seen as the larger threat, Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat. Dieskau planned to attack the British encampment at Fort Edward at the upper end of navigation on the Hudson River, but Johnson had strongly fortified it, and Dieskau's Indian support was reluctant to attack. The two forces finally met in the bloody Battle of Lake George between Fort Edward and Fort William Henry. The battle ended inconclusively, with both sides withdrawing from the field. Johnson's advance stopped at Fort William Henry, and the French withdrew to Ticonderoga Point, where they began the construction of Fort Carillon (later renamed Fort Ticonderoga after British capture in 1759).",How did Vaudreuil react when Johnson was seen as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat.,How did Vaudreuil react when Johnson was looked as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet the threat.,"['sent Dieskau to Fort St. Frédéric to meet that threat', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric']",1,0,0,,0,0,,0,0,,0,3,Fort St. Frédéric|Fort St. Frédéric|Fort St. Frédéric,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Dieskau|Dieskau|Dieskau,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,sent Dieskau to Fort St. Frédéric
"Johnson's expedition was better organized than Shirley's, which was noticed by New France's governor, the Marquis de Vaudreuil. He had primarily been concerned about the extended supply line to the forts on the Ohio, and had sent Baron Dieskau to lead the defenses at Frontenac against Shirley's expected attack. When Johnson was seen as the larger threat, Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat. Dieskau planned to attack the British encampment at Fort Edward at the upper end of navigation on the Hudson River, but Johnson had strongly fortified it, and Dieskau's Indian support was reluctant to attack. The two forces finally met in the bloody Battle of Lake George between Fort Edward and Fort William Henry. The battle ended inconclusively, with both sides withdrawing from the field. Johnson's advance stopped at Fort William Henry, and the French withdrew to Ticonderoga Point, where they began the construction of Fort Carillon (later renamed Fort Ticonderoga after British capture in 1759).",How did Vaudreuil react when Johnson was seen as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat.,How did Vaudreuil react when Johnson was looked as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet the threat.,"['sent Dieskau to Fort St. Frédéric to meet that threat', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric']",1,0,0,,0,0,,0,0,,0,4,Fort St. Frédéric|Fort St. Frédéric|Fort St. Frédéric|Fort St. Frédéric,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,4,Dieskau|Dieskau|Dieskau|Dieskau,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,sent Dieskau to Fort St. Frédéric
"Johnson's expedition was better organized than Shirley's, which was noticed by New France's governor, the Marquis de Vaudreuil. He had primarily been concerned about the extended supply line to the forts on the Ohio, and had sent Baron Dieskau to lead the defenses at Frontenac against Shirley's expected attack. When Johnson was seen as the larger threat, Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat. Dieskau planned to attack the British encampment at Fort Edward at the upper end of navigation on the Hudson River, but Johnson had strongly fortified it, and Dieskau's Indian support was reluctant to attack. The two forces finally met in the bloody Battle of Lake George between Fort Edward and Fort William Henry. The battle ended inconclusively, with both sides withdrawing from the field. Johnson's advance stopped at Fort William Henry, and the French withdrew to Ticonderoga Point, where they began the construction of Fort Carillon (later renamed Fort Ticonderoga after British capture in 1759).",How did Vaudreuil react when Johnson was seen as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet that threat.,How did Vaudreuil react when Johnson was looked as larger threat ?,Vaudreuil sent Dieskau to Fort St. Frédéric to meet the threat.,"['sent Dieskau to Fort St. Frédéric to meet that threat', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric', 'sent Dieskau to Fort St. Frédéric']",1,0,0,,0,0,,0,0,,0,5,Fort St. Frédéric|Fort St. Frédéric|Fort St. Frédéric|Fort St. Frédéric|Fort St. Frédéric,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,5,Dieskau|Dieskau|Dieskau|Dieskau|Dieskau,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,sent Dieskau to Fort St. Frédéric
"""Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have """"direct effect"""". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not """"expressly"""" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed """"the Community constitutes a new legal order of international law"""". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. """"Regulations,"""" held the Court of Justice, """"come into force solely by virtue of their publication"""" and implementation could have the effect of """"jeopardizing their simultaneous and uniform application in the whole of the Union."""" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.""","In which case was it held that the provisions of the treaties are directly effective if they are clear , unconditional , and do n't require further action by EU or national authorities ?",It was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.,"In which case was it held that the provisions of the treaties are directly effective if they are clean-cut , unconditional , and don't necessitate further action by EU or national authorities ?","There is no mention of the provisions of the treaties being ""clean-cut"" in the text. The correct criteria for provisions to be directly effective are that they are clear and unambiguous, unconditional, and do not require further action by EU or national authorities. This was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.","['Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Nederlandse,0,0,,0,2,Van Gend|Administratie der Belastingen,0,0,,0,0,,0,0,,0,0,,0,Van Gend en Loos v Nederlandse Administratie der Belastingen
"""Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have """"direct effect"""". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not """"expressly"""" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed """"the Community constitutes a new legal order of international law"""". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. """"Regulations,"""" held the Court of Justice, """"come into force solely by virtue of their publication"""" and implementation could have the effect of """"jeopardizing their simultaneous and uniform application in the whole of the Union."""" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.""","In which case was it held that the provisions of the treaties are directly effective if they are clear , unconditional , and do n't require further action by EU or national authorities ?",It was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.,"In which case was it held that the provisions of the treaties are directly effective if they are clean-cut , unconditional , and don't necessitate further action by EU or national authorities ?","There is no mention of the provisions of the treaties being ""clean-cut"" in the text. The correct criteria for provisions to be directly effective are that they are clear and unambiguous, unconditional, and do not require further action by EU or national authorities. This was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.","['Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,Nederlandse|Nederlandse,0,0,,0,4,Van Gend|Administratie der Belastingen|Van Gend|Administratie der Belastingen,0,0,,0,0,,0,0,,0,0,,0,Van Gend en Loos v Nederlandse Administratie der Belastingen
"""Although it is generally accepted that EU law has primacy, not all EU laws give citizens standing to bring claims: that is, not all EU laws have """"direct effect"""". In Van Gend en Loos v Nederlandse Administratie der Belastingen it was held that the provisions of the Treaties (and EU Regulations) are directly effective, if they are (1) clear and unambiguous (2) unconditional, and (3) did not require EU or national authorities to take further action to implement them. Van Gend en Loos, a postal company, claimed that what is now TFEU article 30 prevented the Dutch Customs Authorities charging tariffs, when it imported urea-formaldehyde plastics from Germany to the Netherlands. After a Dutch court made a reference, the Court of Justice held that even though the Treaties did not """"expressly"""" confer a right on citizens or companies to bring claims, they could do so. Historically, international treaties had only allowed states to have legal claims for their enforcement, but the Court of Justice proclaimed """"the Community constitutes a new legal order of international law"""". Because article 30 clearly, unconditionally and immediately stated that no quantitative restrictions could be placed on trade, without a good justification, Van Gend en Loos could recover the money it paid for the tariff. EU Regulations are the same as Treaty provisions in this sense, because as TFEU article 288 states, they are ‘directly applicable in all Member States’. Moreover, member states comes under a duty not to replicate Regulations in their own law, in order to prevent confusion. For instance, in Commission v Italy the Court of Justice held that Italy had breached a duty under the Treaties, both by failing to operate a scheme to pay farmers a premium to slaughter cows (to reduce dairy overproduction), and by reproducing the rules in a decree with various additions. """"Regulations,"""" held the Court of Justice, """"come into force solely by virtue of their publication"""" and implementation could have the effect of """"jeopardizing their simultaneous and uniform application in the whole of the Union."""" On the other hand, some Regulations may themselves expressly require implementing measures, in which case those specific rules should be followed.""","In which case was it held that the provisions of the treaties are directly effective if they are clear , unconditional , and do n't require further action by EU or national authorities ?",It was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.,"In which case was it held that the provisions of the treaties are directly effective if they are clean-cut , unconditional , and don't necessitate further action by EU or national authorities ?","There is no mention of the provisions of the treaties being ""clean-cut"" in the text. The correct criteria for provisions to be directly effective are that they are clear and unambiguous, unconditional, and do not require further action by EU or national authorities. This was held in the case of Van Gend en Loos v Nederlandse Administratie der Belastingen.","['Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen', 'Van Gend en Loos v Nederlandse Administratie der Belastingen']",1,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,3,Nederlandse|Nederlandse|Nederlandse,0,0,,0,6,Van Gend|Administratie der Belastingen|Van Gend|Administratie der Belastingen|Van Gend|Administratie der Belastingen,0,0,,0,0,,0,0,,0,0,,0,Van Gend en Loos v Nederlandse Administratie der Belastingen
"""As well as creating rights for """"workers"""" who generally lack bargaining power in the market, the Treaty on the Functioning of the European Union also protects the """"freedom of establishment"""" in article 49, and """"freedom to provide services"""" in article 56. In Gebhard v Consiglio dell’Ordine degli Avvocati e Procuratori di Milano the Court of Justice held that to be """"established"""" means to participate in economic life """"on a stable and continuous basis"""", while providing """"services"""" meant pursuing activity more """"on a temporary basis"""". This meant that a lawyer from Stuttgart, who had set up chambers in Milan and was censured by the Milan Bar Council for not having registered, was entitled to bring a claim under for establishment freedom, rather than service freedom. However, the requirements to be registered in Milan before being able to practice would be allowed if they were non-discriminatory, """"justified by imperative requirements in the general interest"""" and proportionately applied. All people or entities that engage in economic activity, particularly the self-employed, or """"undertakings"""" such as companies or firms, have a right to set up an enterprise without unjustified restrictions. The Court of Justice has held that both a member state government and a private party can hinder freedom of establishment, so article 49 has both """"vertical"""" and """"horizontal"""" direct effect. In Reyners v Belgium the Court of Justice held that a refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified. TFEU article 49 says states are exempt from infringing others' freedom of establishment when they exercise """"official authority"""", but this did an advocate's work (as opposed to a court's) was not official. By contrast in Commission v Italy the Court of Justice held that a requirement for lawyers in Italy to comply with maximum tariffs unless there was an agreement with a client was not a restriction. The Grand Chamber of the Court of Justice held the Commission had not proven that this had any object or effect of limiting practitioners from entering the market. Therefore, there was no prima facie infringement freedom of establishment that needed to be justified.""",In which case did the Court of Justice state that refusal to admit a lawyer to the Belgian bar because he did not have Belgian heritage was n't able to be justified ?,The Court of Justice stated in the case of Reyners v Belgium that the refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified.,In which instance did the Court of Justice state that refusal to acknowledge a lawyer to the Belgian BAR wasn't able to be justified ?,"In the case of Reyners v Belgium, the Court of Justice stated that the refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified.","['Reyners v Belgium', 'Reyners v Belgium the Court of Justice', 'Reyners v Belgium']",1,0,0,,0,0,,0,0,,0,0,,0,1,Belgium,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,Reyners,0,0,,0,0,,0,0,,0,0,,0,Reyners v Belgium
